id,foundation_name,tweet,tweet_date,tweeted_by_foundation,query_term,handle_type,region,tweet_pp,Topic,Count,Name
1512254816927756290,Altsean,rt atrocity prevention fellow position with our partner so very important as populations around the world continue to fac ,2022-04-08,True,@Altsean,Org,Myanmar, atrocity prevention fellow position with our paner so very impoant as populations around the world continue to fac ,8,13,8_filming_protests_safely_ethically
1512407661249282056,Anfrel, released its assessment report on the electoral changes in which details how the changes in the city states electoral system and shrinking civic space systematically cause a regression of electoral democracy read here ,2022-04-08,True,@Anfrel,Org,Asia, released its assessment repo on the electoral changes in which details how the changes in the city states electoral system and shrinking civic space systematically cause a regression of electoral democracy read here ,1,65,1_elections_asian_free_here
1512402123929321474,Anfrel,happening now is releasing its assessment report on the electoral changes in read the full report here ,2022-04-08,True,@Anfrel,Org,Asia,happening now is releasing its assessment repo on the electoral changes in read the full repo here ,1,65,1_elections_asian_free_here
1512262069844049920,Anfrel,the asian network for free elections joins the call for the immediate cessation of harassment and reprisals against victims of violations human rights defenders and their families in read the joint statement here ,2022-04-08,True,@Anfrel,Org,Asia,the asian network for free elections joins the call for the immediate cessation of harassment and reprisals against victims of violations human rights defenders and their families in read the joint statement here ,1,65,1_elections_asian_free_here
1512320292634300419,JusticeMyanmar,rt myanmar s forests are dying tracks how europe is killing them by importing timber despite sanctions on the mi ,2022-04-08,True,@JusticeMyanmar,Org,Myanmar, myanmar s forests are dying tracks how europe is killing them by impoing timber despite sanctions on the mi ,0,95,0_myanmar_burma_military_myanmars
1512865101203836928,YasminJUllah,rt a fascinating discussion on gender based violence in post coup myanmar from our panelists raziya sultana ,2022-04-09,True,@YasminJUllah,Activist,Myanmar, a fascinating discussion on gender based violence in post coup myanmar from our panelists raziya sultana ,0,95,0_myanmar_burma_military_myanmars
1512864387677233155,YasminJUllah,rt i m so glad that so many of my favs are together sending you power vibes now throughout your work on ,2022-04-09,True,@YasminJUllah,Activist,Myanmar, i m so glad that so many of my favs are together sending you power vibes now throughout your work on ,-1,168,-1_people_at_to_in
1512751832778506240,ChinHumanRights,ongoing military atrocities against civilian populations in northwest burma have resulted in destruction of over 5000 homes and mass internal displacement of over 340 000 people in chin state sagaing and magway regions according to un latest figures ,2022-04-09,True,@ChinHumanRights,Org,Myanmar,ongoing military atrocities against civilian populations in nohwest burma have resulted in destruction of over 5000 homes and mass internal displacement of over 340 000 people in chin state sagaing and magway regions according to un latest figures ,0,95,0_myanmar_burma_military_myanmars
1512903805712715789,MTA_Calendar,rt i remember seeing this event in the back in nov but couldnt make it so really pleased that will be able to s ,2022-04-09,True,@MTA_Calendar,Org,Asia, i remember seeing this event in the back in nov but couldnt make it so really pleased that will be able to s ,7,25,7_miss_dont_series_30am
1512864836325187585,waiwainu,rt listening to an amazing group of women activists speaking out on the genocide against the ,2022-04-09,True,@waiwainu,Activist,Myanmar, listening to an amazing group of women activists speaking out on the genocide against the ,6,25,6_rohingya_genocide_refugees_mizoram
1513886741245087752,MyanmarWitness,rt we have been documenting a number of human rights abuses seen since the feb 1 coup at but bago was one of ,2022-04-12,True,@MyanmarWitness,Org,Myanmar, we have been documenting a number of human rights abuses seen since the feb 1 coup at but bago was one of ,5,26,5_rights_human_violations_abuses
1514215997477367808,ChinHumanRights,testimony of defector corroborated reports by of the brutal massacre of 10 civilians including a 13 yr old boy on jan 6 of his men carried out the killings during a mission assigned by matupi based tactical commander of ,2022-04-13,True,@ChinHumanRights,Org,Myanmar,testimony of defector corroborated repos by of the brutal massacre of 10 civilians including a 13 yr old boy on jan 6 of his men carried out the killings during a mission assigned by matupi based tactical commander of ,2,61,2_junta_13_juntas_they
1514106547332268033,ChinHumanRights,in may the reported that the military cremated the bodies of two civilians who were allegedly tortured to death by regime security forces in chin state s capital hakha excerpt from 2021 us state dept annual human rights report on burma ,2022-04-13,True,@ChinHumanRights,Org,Myanmar,in may the repoed that the military cremated the bodies of two civilians who were allegedly toured to death by regime security forces in chin state s capital hakha excerpt from 2021 us state dept annual human rights repo on burma ,0,95,0_myanmar_burma_military_myanmars
1514462490007990273,aapp_burma,rt al jazeera has won a 2022 sigma award for its interactive project this is myanmar s state of fear which drew on repo ,2022-04-14,True,@aapp_burma,Org,Myanmar, al jazeera has won a 2022 sigma award for its interactive project this is myanmar s state of fear which drew on repo ,0,95,0_myanmar_burma_military_myanmars
1514626056883515394,MyanmarWitness,rt read the latest report from our team on the terrible events in bago ,2022-04-14,True,@MyanmarWitness,Org,Myanmar, read the latest repo from our team on the terrible events in bago ,4,28,4_2022_repo_observation_icymi
1514653335013367815,YasminJUllah,rt rohingya genocide why did the u s take so long to recognise it by it was a plesure to join david foster and an ,2022-04-14,True,@YasminJUllah,Activist,Myanmar, rohingya genocide why did the u s take so long to recognise it by it was a plesure to join david foster and an ,6,25,6_rohingya_genocide_refugees_mizoram
1515291584379695111,MyanmarWitness,myanmar the christmas eve massacre by and ,2022-04-16,True,@MyanmarWitness,Org,Myanmar,myanmar the christmas eve massacre by and ,0,95,0_myanmar_burma_military_myanmars
1515189579170856962,Altsean,rt esg becoming popular but says regarding companies operating in individual projects should be e ,2022-04-16,True,@Altsean,Org,Myanmar, esg becoming popular but says regarding companies operating in individual projects should be e ,-1,168,-1_people_at_to_in
1515139677342167042,YasminJUllah,rt incredibly honoured to be asked by to host a short twitter space for rohingya poets to share their work this c ,2022-04-16,True,@YasminJUllah,Activist,Myanmar, incredibly honoured to be asked by to host a sho twitter space for rohingya poets to share their work this c ,6,25,6_rohingya_genocide_refugees_mizoram
1515651326692270081,MyanmarWitness, how soldiers are deserting the burmese military by featuring new podcast ,2022-04-17,True,@MyanmarWitness,Org,Myanmar, how soldiers are deseing the burmese military by featuring new podcast ,0,95,0_myanmar_burma_military_myanmars
1516018883483910144,NUGMyanmar,rt annual report infographics on the activities of ministry of humanitarian affairs and disaster management of the ,2022-04-18,True,@NUGMyanmar,Govt,Myanmar, annual repo infographics on the activities of ministry of humanitarian affairs and disaster management of the ,3,31,3_humanitarian_beyond_five_point
1516249574817501186,aapp_burma,rt the worlds attention is on ukraine but the death toll has kept rising in myanmar and it shows no sign of stopping the 1 7 ,2022-04-19,True,@aapp_burma,Org,Myanmar, the worlds attention is on ukraine but the death toll has kept rising in myanmar and it shows no sign of stopping the 1 7 ,0,95,0_myanmar_burma_military_myanmars
1516249716006453252,Altsean,rt to keep up to date on human rights in myanmar follow  ,2022-04-19,True,@Altsean,Org,Myanmar, to keep up to date on human rights in myanmar follow  ,-1,168,-1_people_at_to_in
1516273131601555460,Anfrel, here are the incidents and developments in that the asian network for free elections monitored from 11 17 april 2022  read the full update here ,2022-04-19,True,@Anfrel,Org,Asia, here are the incidents and developments in that the asian network for free elections monitored from 11 17 april 2022  read the full update here ,1,65,1_elections_asian_free_here
1516220283564134404,Anfrel,more than 800 000 voters are once again invited to cast their ballots today 19 april 2022 as heads for a presidential run off hopes that the election would be as peaceful genuine and transparent as the first round of the election ,2022-04-19,True,@Anfrel,Org,Asia,more than 800 000 voters are once again invited to cast their ballots today 19 april 2022 as heads for a presidential run off hopes that the election would be as peaceful genuine and transparent as the first round of the election ,1,65,1_elections_asian_free_here
1516358877272489990,Gambia_MOJ,opening ceremony of a 4 day training on international criminal law international human rights law for staff of facilitated by ,2022-04-19,True,@Gambia_MOJ,Govt,Gambia,opening ceremony of a 4 day training on international criminal law international human rights law for staff of facilitated by ,5,26,5_rights_human_violations_abuses
1516365175217344515,thinzashunleiyi,rt we commit ourselves a little more every day and we realize one day that we are risking a lot activist ,2022-04-19,True,@thinzashunleiyi,Activist,Myanmar, we commit ourselves a little more every day and we realize one day that we are risking a lot activist ,8,13,8_filming_protests_safely_ethically
1516605320486817795,Anfrel,icymi here are the incidents and developments in that monitored from 11 17 april 2022  know more here ,2022-04-20,True,@Anfrel,Org,Asia,icymi here are the incidents and developments in that monitored from 11 17 april 2022  know more here ,4,28,4_2022_repo_observation_icymi
1516724048029687813,JusticeMyanmar,rt looks at s electricity operators 1 powerchina says it ll finish building a 135mw gas plant in kyaukphy ,2022-04-20,True,@JusticeMyanmar,Org,Myanmar, looks at s electricity operators 1 powerchina says it ll finish building a 135mw gas plant in kyaukphy ,-1,168,-1_people_at_to_in
1517038087922061312,aapp_burma,rt it has been over a year since the military juntas coup d état and 10 271 political prisoners 996 of whom have been senten ,2022-04-21,True,@aapp_burma,Org,Myanmar, it has been over a year since the military juntas coup d état and 10 271 political prisoners 996 of whom have been senten ,2,61,2_junta_13_juntas_they
1517038021282910208,aapp_burma,rt today marks the 8th anniversary of the death of former political prisoner founding member of the national league for democ ,2022-04-21,True,@aapp_burma,Org,Myanmar, today marks the 8th anniversary of the death of former political prisoner founding member of the national league for democ ,2,61,2_junta_13_juntas_they
1517037955382087680,aapp_burma,rt all burma s democratic movement supporters symbolically adorn the blue shirt on april 21 to campaign for the release of po ,2022-04-21,True,@aapp_burma,Org,Myanmar, all burma s democratic movement suppoers symbolically adorn the blue shi on april 21 to campaign for the release of po ,0,95,0_myanmar_burma_military_myanmars
1517037945588314113,aapp_burma,rt we urge people at home and abroad to remember the suffering of political prisoners still behind bars do not forget them or ,2022-04-21,True,@aapp_burma,Org,Myanmar, we urge people at home and abroad to remember the suffering of political prisoners still behind bars do not forget them or ,-1,168,-1_people_at_to_in
1517037829825581056,aapp_burma,rt according to 10 271 ppl are under detention since the attempted coup many face torture sexual violence ,2022-04-21,True,@aapp_burma,Org,Myanmar, according to 10 271 ppl are under detention since the attempted coup many face toure sexual violence ,2,61,2_junta_13_juntas_they
1516974444085846016,aapp_burma,rt according to over 13 000 innocent civilians have been arrested since the attempted coup on 1 feb 2021 those deta ,2022-04-21,True,@aapp_burma,Org,Myanmar, according to over 13 000 innocent civilians have been arrested since the attempted coup on 1 feb 2021 those deta ,2,61,2_junta_13_juntas_they
1516974420308283392,aapp_burma,rt april 21 is in myanmar the junta continues to imprison suspected opponents at a rate of about 20 people ,2022-04-21,True,@aapp_burma,Org,Myanmar, april 21 is in myanmar the junta continues to imprison suspected opponents at a rate of about 20 people ,-1,168,-1_people_at_to_in
1517160523967569920,YasminJUllah,rt people are not bad or evil bad systems and pressures can and will force people to act out blaming people ,2022-04-21,True,@YasminJUllah,Activist,Myanmar, people are not bad or evil bad systems and pressures can and will force people to act out blaming people ,-1,168,-1_people_at_to_in
1517075003077844992,YasminJUllah,rt the audacity of my people to come at and tell me i dont understand my own people are the same people wh ,2022-04-21,True,@YasminJUllah,Activist,Myanmar, the audacity of my people to come at and tell me i dont understand my own people are the same people wh ,-1,168,-1_people_at_to_in
1517072465880502272,YasminJUllah,rt recognizing the humanity of with empathy and grace should be a low bar a minimum passing grade yet anytime ,2022-04-21,True,@YasminJUllah,Activist,Myanmar, recognizing the humanity of with empathy and grace should be a low bar a minimum passing grade yet anytime ,10,10,10_reach_education_principled_mindset
1517057661660848129,YasminJUllah,rt how embarrassing it is to see the malaysian cytro tweets attempting to tell to police the actions of her ,2022-04-21,True,@YasminJUllah,Activist,Myanmar, how embarrassing it is to see the malaysian cytro tweets attempting to tell to police the actions of her ,1,65,1_elections_asian_free_here
1516983481967939584,thinzashunleiyi,rt join on april 21 support myanmar cover tweet by gallery 1 ,2022-04-21,True,@thinzashunleiyi,Activist,Myanmar, join on april 21 suppo myanmar cover tweet by gallery 1 ,0,95,0_myanmar_burma_military_myanmars
1517605850780680193,MTA_Calendar,and that is the works thanks as always to everyone who has highlighted events to us inc appreciate it it really helps keep up the fight will leave you with an important cantonese phrase 1st seen via ,2022-04-22,True,@MTA_Calendar,Org,Asia,and that is the works thanks as always to everyone who has highlighted events to us inc appreciate it it really helps keep up the fight will leave you with an impoant cantonese phrase 1st seen via ,0,95,0_myanmar_burma_military_myanmars
1517844670554034176,MyanmarWitness,rt case study female protestors the death of angel angel was shot at a protest and her body was later exhumed by secur ,2022-04-23,True,@MyanmarWitness,Org,Myanmar, case study female protestors the death of angel angel was shot at a protest and her body was later exhumed by secur ,-1,168,-1_people_at_to_in
1517685941225279489,Anfrel, launched its international election observation mission to the 2022 national and local with the deployment of six long term observers and two electoral analysts today 23 april 2022 know more ,2022-04-23,True,@Anfrel,Org,Asia, launched its international election observation mission to the 2022 national and local with the deployment of six long term observers and two electoral analysts today 23 april 2022 know more ,4,28,4_2022_repo_observation_icymi
1517722932147265537,ChinHumanRights, any serious attempt to put myanmar back on a credible path toward democratic transition must begin with coming to terms with the fact that the consensus is utterly irrelevant to the current situation writes salai za uk ling of ,2022-04-23,True,@ChinHumanRights,Org,Myanmar, any serious attempt to put myanmar back on a credible path toward democratic transition must begin with coming to terms with the fact that the consensus is utterly irrelevant to the current situation writes salai za uk ling of ,0,95,0_myanmar_burma_military_myanmars
1518230319861669889,thinzashunleiyi,rt new year new life new future 2nd part with recent defectors moderated by simutaneous interpreta ,2022-04-24,True,@thinzashunleiyi,Activist,Myanmar, new year new life new future 2nd pa with recent defectors moderated by simutaneous interpreta ,9,11,9_hybrid_register_debrief_sharing
1518490248514195456,OCHAAsiaPac,rt job alert humanitarian affairs officer p 3 humanitarian affairs officer accountability to affected people p 3 tempo ,2022-04-25,True,@OCHAAsiaPac,Org,Asia Pacific, job ale humanitarian affairs officer p 3 humanitarian affairs officer accountability to affected people p 3 tempo ,3,31,3_humanitarian_beyond_five_point
1518490140234027008,OCHAAsiaPac, job alert humanitarian affairs officer p 3 humanitarian affairs officer accountability to affected people p 3 temporary job openings join the team based in bangkok thailand apply before 5 may 22  ,2022-04-25,True,@OCHAAsiaPac,Org,Asia Pacific, job ale humanitarian affairs officer p 3 humanitarian affairs officer accountability to affected people p 3 temporary job openings join the team based in bangkok thailand apply before 5 may 22  ,3,31,3_humanitarian_beyond_five_point
1518417259902869505,Anfrel, is observing the national and local in the which will take place on 9 may 2022 anfrel has deployed observes in various regions in the country ,2022-04-25,True,@Anfrel,Org,Asia, is observing the national and local in the which will take place on 9 may 2022 anfrel has deployed observes in various regions in the country ,4,28,4_2022_repo_observation_icymi
1518694209351725056,JusticeMyanmar,rt new article for business and human rights in a sanctions world based on my recent work with daye g ,2022-04-25,True,@JusticeMyanmar,Org,Myanmar, new aicle for business and human rights in a sanctions world based on my recent work with daye g ,5,26,5_rights_human_violations_abuses
1518618560960081921,waiwainu,rt the recognition of crimes gives hope to rohingya victims and survivors including myself but it is not enough says ,2022-04-25,True,@waiwainu,Activist,Myanmar, the recognition of crimes gives hope to rohingya victims and survivors including myself but it is not enough says ,6,25,6_rohingya_genocide_refugees_mizoram
1518618483046719495,waiwainu,rt as we speak the military continue to commit atrocities against them people other ethnic minor ,2022-04-25,True,@waiwainu,Activist,Myanmar, as we speak the military continue to commit atrocities against them people other ethnic minor ,2,61,2_junta_13_juntas_they
1518618446153584643,waiwainu,rt member explains that the us determination that violence committed against the ,2022-04-25,True,@waiwainu,Activist,Myanmar, member explains that the us determination that violence committed against the ,-1,168,-1_people_at_to_in
1518890823974535169,aapp_burma,rt aapp joint secretary denounces 5 point consensus as dead in the war preposterously in 1 year no asean special en ,2022-04-26,True,@aapp_burma,Org,Myanmar, aapp joint secretary denounces 5 point consensus as dead in the war preposterously in 1 year no asean special en ,3,31,3_humanitarian_beyond_five_point
1518815013154476032,aapp_burma,rt we need democratic allies to push asean to revisit the five point consensus as it is plainly going nowhere as it is writes ,2022-04-26,True,@aapp_burma,Org,Myanmar, we need democratic allies to push asean to revisit the five point consensus as it is plainly going nowhere as it is writes ,-1,168,-1_people_at_to_in
1518892894278541313,Anfrel, joins several civil society groups and individuals in expressing concern about the use of excessive force against peaceful protesters in amid the economic crisis read the full joint statement ,2022-04-26,True,@Anfrel,Org,Asia, joins several civil society groups and individuals in expressing concern about the use of excessive force against peaceful protesters in amid the economic crisis read the full joint statement ,8,13,8_filming_protests_safely_ethically
1518794747313274880,Anfrel, here are the incidents and developments in that monitored from 18 24 april 2022  full update ,2022-04-26,True,@Anfrel,Org,Asia, here are the incidents and developments in that monitored from 18 24 april 2022  full update ,4,28,4_2022_repo_observation_icymi
1519022007014539264,ChinHumanRights,rt some of the most serious human rights violations are taking place under the cover of darkness of internet and telec ,2022-04-26,True,@ChinHumanRights,Org,Myanmar, some of the most serious human rights violations are taking place under the cover of darkness of internet and telec ,5,26,5_rights_human_violations_abuses
1518965867757072384,ChinHumanRights, some of the most serious human rights violations are taking place under the cover of darkness of internet and telecommunications blackouts salai za uk ling deputy executive director of the an ngo told rest of world ,2022-04-26,True,@ChinHumanRights,Org,Myanmar, some of the most serious human rights violations are taking place under the cover of darkness of internet and telecommunications blackouts salai za uk ling deputy executive director of the an ngo told rest of world ,5,26,5_rights_human_violations_abuses
1519307072651014145,Altsean,rt almost 1 7 of are displaced junta violence must end to stay updated on join o ,2022-04-27,True,@Altsean,Org,Myanmar, almost 1 7 of are displaced junta violence must end to stay updated on join o ,2,61,2_junta_13_juntas_they
1519306939565772800,Altsean,rt new debbie stothard leads the human rights network in southeast asia about asean ,2022-04-27,True,@Altsean,Org,Myanmar, new debbie stothard leads the human rights network in southeast asia about asean ,-1,168,-1_people_at_to_in
1519142035617366016,Anfrel,icymi here are the incidents and developments in that the asian network for free elections monitored from 18 24 april 2022  ,2022-04-27,True,@Anfrel,Org,Asia,icymi here are the incidents and developments in that the asian network for free elections monitored from 18 24 april 2022  ,1,65,1_elections_asian_free_here
1519396745611857920,YasminJUllah,rt genocide itself is very important topic and as part of cover tweet by ,2022-04-27,True,@YasminJUllah,Activist,Myanmar, genocide itself is very impoant topic and as pa of cover tweet by ,6,25,6_rohingya_genocide_refugees_mizoram
1519502287764606976,aapp_burma,rt 3 3 while suu kyi is the militarys best known political target reports 1 798 people killed 13 424 impri ,2022-04-28,True,@aapp_burma,Org,Myanmar, 3 3 while suu kyi is the militarys best known political target repos 1 798 people killed 13 424 impri ,2,61,2_junta_13_juntas_they
1519602430841061381,JusticeMyanmar,rt two years of extraordinary work from more to be down to dismantle the military cartel ,2022-04-28,True,@JusticeMyanmar,Org,Myanmar, two years of extraordinary work from more to be down to dismantle the military cael ,2,61,2_junta_13_juntas_they
1520002565508943874,cvdom2021,rt 10 years sentence in prison is what the junta did to a high school teacher who took part in cdm they arrested ,2022-04-29,True,@cvdom2021,Movement,Myanmar, 10 years sentence in prison is what the junta did to a high school teacher who took pa in cdm they arrested ,2,61,2_junta_13_juntas_they
1520090588812652547,RadioFreeAsia,rt shanghai citizens bang pots and pans to protest covid 19 lockdown in some neighborhoods authorities used loudspeakers ,2022-04-29,True,@RadioFreeAsia,News,Asia, shanghai citizens bang pots and pans to protest covid 19 lockdown in some neighborhoods authorities used loudspeakers ,8,13,8_filming_protests_safely_ethically
1521129654396268546,Anfrel,rt looking forward to speak about human rights democracy issues in in advance of that countrys june 5 commune electi ,2022-05-02,True,@Anfrel,Org,Asia, looking forward to speak about human rights democracy issues in in advance of that countrys june 5 commune electi ,-1,168,-1_people_at_to_in
1520969074678898689,Anfrel,eid mubarak the asian network for free elections wishes our muslim brothers and sisters happiness and good health on the auspicious occasion of eid ,2022-05-02,True,@Anfrel,Org,Asia,eid mubarak the asian network for free elections wishes our muslim brothers and sisters happiness and good health on the auspicious occasion of eid ,1,65,1_elections_asian_free_here
1521129638067867649,JusticeMyanmar,rt russian truck giant in talks to open plant w terrorist junta developing business ties will p ,2022-05-02,True,@JusticeMyanmar,Org,Myanmar, russian truck giant in talks to open plant w terrorist junta developing business ties will p ,2,61,2_junta_13_juntas_they
1521352333401153537,WITNESS_Asia,rt important notes from herlambang p wiratraman for today s international press freedom day cover a lot of ,2022-05-03,True,@WITNESS_Asia,Org,Asia, impoant notes from herlambang p wiratraman for today s international press freedom day cover a lot of ,-1,168,-1_people_at_to_in
1521399410067841025,Anfrel,icymi here are the incidents and developments in that the asian network for free elections monitored from 25 april to 1 may 2022  ,2022-05-03,True,@Anfrel,Org,Asia,icymi here are the incidents and developments in that the asian network for free elections monitored from 25 april to 1 may 2022  ,1,65,1_elections_asian_free_here
1521384728624271362,Anfrel,rt today may 3 at 10am edt 4pm cet join our investigating elections webinar to learn about the latest tools and techniques to dig ,2022-05-03,True,@Anfrel,Org,Asia, today may 3 at 10am edt 4pm cet join our investigating elections webinar to learn about the latest tools and techniques to dig ,1,65,1_elections_asian_free_here
1521339515486408704,Anfrel, here are the incidents and developments in that the asian network for free elections monitored from 25 april to 1 may 2022  know more here ,2022-05-03,True,@Anfrel,Org,Asia, here are the incidents and developments in that the asian network for free elections monitored from 25 april to 1 may 2022  know more here ,1,65,1_elections_asian_free_here
1521326171522494465,Anfrel,rt whats happening in come find out at the this friday may 6 at 10 30 am press conference about upcoming n ,2022-05-03,True,@Anfrel,Org,Asia, whats happening in come find out at the this friday may 6 at 10 30 am press conference about upcoming n ,-1,168,-1_people_at_to_in
1521315386939293696,Anfrel,rt dont miss the joint press conference that and are holding on friday at 10 30am bkk time on ,2022-05-03,True,@Anfrel,Org,Asia, dont miss the joint press conference that and are holding on friday at 10 30am bkk time on ,7,25,7_miss_dont_series_30am
1521309340476801024,Anfrel, and are holding a joint press conference this friday 6 may 2022 at 10 30 a m bkk time about the and situation in ahead of the commune and sangkat council know more here ,2022-05-03,True,@Anfrel,Org,Asia, and are holding a joint press conference this friday 6 may 2022 at 10 30 a m bkk time about the and situation in ahead of the commune and sangkat council know more here ,-1,168,-1_people_at_to_in
1521360906210656256,ChinHumanRights,rt join us on 5 may 3 pm bkk time webinar beyond asean s five point consensus humanitarian assistance to ,2022-05-03,True,@ChinHumanRights,Org,Myanmar, join us on 5 may 3 pm bkk time webinar beyond asean s five point consensus humanitarian assistance to ,3,31,3_humanitarian_beyond_five_point
1521625023391604736,JusticeMyanmar,rt update says this meeting included negotiating deal to produce trucks in manufacturing deal ,2022-05-03,True,@JusticeMyanmar,Org,Myanmar, update says this meeting included negotiating deal to produce trucks in manufacturing deal ,4,28,4_2022_repo_observation_icymi
1521797640937422849,PVamplify,rt we are proud to join to conduct a webinar on asean humanitarian issues in ,2022-05-04,True,@PVamplify,Org,Myanmar, we are proud to join to conduct a webinar on asean humanitarian issues in ,3,31,3_humanitarian_beyond_five_point
1521695584553373697,PVamplify,rt attend our webinar beyond asean s five point consensus humanitarian assistance to thursday 5 may 3pm ict ,2022-05-04,True,@PVamplify,Org,Myanmar, attend our webinar beyond asean s five point consensus humanitarian assistance to thursday 5 may 3pm ict ,3,31,3_humanitarian_beyond_five_point
1521877907991576576,WITNESS_Asia,rt you can still document the during an internet shutdown note some of the steps require internet so prepare ,2022-05-04,True,@WITNESS_Asia,Org,Asia, you can still document the during an internet shutdown note some of the steps require internet so prepare ,-1,168,-1_people_at_to_in
