id,foundation_name,tweet,tweet_date,tweeted_by_foundation,query_term,handle_type,region,tweet_pp,Topic,Count,Name,prediction,probability,input
1512018408287707136,NUGMyanmar,rt burma update had a discussion with on the importance of human rights justice for all victim ,2022-04-07,True,@NUGMyanmar,Govt,Myanmar, burma update had a discussion with on the impoance of human rights justice for all victim ,-1,168,-1_people_at_to_in,I-person,0.9995330572128296,burma
1511971897180782595,ChinHumanRights,disproportionate data shows 1 in every 5 persons in chin state or 20 of the total population of the state has been displaced since the feb 2021 coup in myanmar the same data shows 1 in every 10 internally displaced persons in all of myanmar is from chin state ,2022-04-07,True,@ChinHumanRights,Org,Myanmar,dispropoionate data shows 1 in every 5 persons in chin state or 20 of the total population of the state has been displaced since the feb 2021 coup in myanmar the same data shows 1 in every 10 internally displaced persons in all of myanmar is from chin state ,0,95,0_myanmar_burma_military_myanmars,B-location,0.9999886751174927,chin
1511971897180782595,ChinHumanRights,disproportionate data shows 1 in every 5 persons in chin state or 20 of the total population of the state has been displaced since the feb 2021 coup in myanmar the same data shows 1 in every 10 internally displaced persons in all of myanmar is from chin state ,2022-04-07,True,@ChinHumanRights,Org,Myanmar,dispropoionate data shows 1 in every 5 persons in chin state or 20 of the total population of the state has been displaced since the feb 2021 coup in myanmar the same data shows 1 in every 10 internally displaced persons in all of myanmar is from chin state ,0,95,0_myanmar_burma_military_myanmars,I-location,0.9999873638153076,state
1511971897180782595,ChinHumanRights,disproportionate data shows 1 in every 5 persons in chin state or 20 of the total population of the state has been displaced since the feb 2021 coup in myanmar the same data shows 1 in every 10 internally displaced persons in all of myanmar is from chin state ,2022-04-07,True,@ChinHumanRights,Org,Myanmar,dispropoionate data shows 1 in every 5 persons in chin state or 20 of the total population of the state has been displaced since the feb 2021 coup in myanmar the same data shows 1 in every 10 internally displaced persons in all of myanmar is from chin state ,0,95,0_myanmar_burma_military_myanmars,B-location,0.9775348901748657,state
1511971897180782595,ChinHumanRights,disproportionate data shows 1 in every 5 persons in chin state or 20 of the total population of the state has been displaced since the feb 2021 coup in myanmar the same data shows 1 in every 10 internally displaced persons in all of myanmar is from chin state ,2022-04-07,True,@ChinHumanRights,Org,Myanmar,dispropoionate data shows 1 in every 5 persons in chin state or 20 of the total population of the state has been displaced since the feb 2021 coup in myanmar the same data shows 1 in every 10 internally displaced persons in all of myanmar is from chin state ,0,95,0_myanmar_burma_military_myanmars,B-location,0.9999872446060181,myanmar
1511971897180782595,ChinHumanRights,disproportionate data shows 1 in every 5 persons in chin state or 20 of the total population of the state has been displaced since the feb 2021 coup in myanmar the same data shows 1 in every 10 internally displaced persons in all of myanmar is from chin state ,2022-04-07,True,@ChinHumanRights,Org,Myanmar,dispropoionate data shows 1 in every 5 persons in chin state or 20 of the total population of the state has been displaced since the feb 2021 coup in myanmar the same data shows 1 in every 10 internally displaced persons in all of myanmar is from chin state ,0,95,0_myanmar_burma_military_myanmars,B-location,0.999969482421875,myanmar
1511971897180782595,ChinHumanRights,disproportionate data shows 1 in every 5 persons in chin state or 20 of the total population of the state has been displaced since the feb 2021 coup in myanmar the same data shows 1 in every 10 internally displaced persons in all of myanmar is from chin state ,2022-04-07,True,@ChinHumanRights,Org,Myanmar,dispropoionate data shows 1 in every 5 persons in chin state or 20 of the total population of the state has been displaced since the feb 2021 coup in myanmar the same data shows 1 in every 10 internally displaced persons in all of myanmar is from chin state ,0,95,0_myanmar_burma_military_myanmars,B-location,0.9999856948852539,chin
1511971897180782595,ChinHumanRights,disproportionate data shows 1 in every 5 persons in chin state or 20 of the total population of the state has been displaced since the feb 2021 coup in myanmar the same data shows 1 in every 10 internally displaced persons in all of myanmar is from chin state ,2022-04-07,True,@ChinHumanRights,Org,Myanmar,dispropoionate data shows 1 in every 5 persons in chin state or 20 of the total population of the state has been displaced since the feb 2021 coup in myanmar the same data shows 1 in every 10 internally displaced persons in all of myanmar is from chin state ,0,95,0_myanmar_burma_military_myanmars,I-location,0.9999860525131226,state
1511998575437545479,JusticeMyanmar,rt australia s continued engagement with myanmar s military junta is an act of betrayal to its own democracy yadanar m ,2022-04-07,True,@JusticeMyanmar,Org,Myanmar, australia s continued engagement with myanmar s military junta is an act of betrayal to its own democracy yadanar m ,0,95,0_myanmar_burma_military_myanmars,B-location,0.8224920034408569,
1511998575437545479,JusticeMyanmar,rt australia s continued engagement with myanmar s military junta is an act of betrayal to its own democracy yadanar m ,2022-04-07,True,@JusticeMyanmar,Org,Myanmar, australia s continued engagement with myanmar s military junta is an act of betrayal to its own democracy yadanar m ,0,95,0_myanmar_burma_military_myanmars,I-location,0.9675207138061523,australia
1511998575437545479,JusticeMyanmar,rt australia s continued engagement with myanmar s military junta is an act of betrayal to its own democracy yadanar m ,2022-04-07,True,@JusticeMyanmar,Org,Myanmar, australia s continued engagement with myanmar s military junta is an act of betrayal to its own democracy yadanar m ,0,95,0_myanmar_burma_military_myanmars,B-person,0.9999885559082031,with
1511998575437545479,JusticeMyanmar,rt australia s continued engagement with myanmar s military junta is an act of betrayal to its own democracy yadanar m ,2022-04-07,True,@JusticeMyanmar,Org,Myanmar, australia s continued engagement with myanmar s military junta is an act of betrayal to its own democracy yadanar m ,0,95,0_myanmar_burma_military_myanmars,I-person,0.9999756813049316,myanmar
1511998575437545479,JusticeMyanmar,rt australia s continued engagement with myanmar s military junta is an act of betrayal to its own democracy yadanar m ,2022-04-07,True,@JusticeMyanmar,Org,Myanmar, australia s continued engagement with myanmar s military junta is an act of betrayal to its own democracy yadanar m ,0,95,0_myanmar_burma_military_myanmars,B-group,0.9999336004257202,s
1511998575437545479,JusticeMyanmar,rt australia s continued engagement with myanmar s military junta is an act of betrayal to its own democracy yadanar m ,2022-04-07,True,@JusticeMyanmar,Org,Myanmar, australia s continued engagement with myanmar s military junta is an act of betrayal to its own democracy yadanar m ,0,95,0_myanmar_burma_military_myanmars,I-group,0.9999792575836182,military
1511998575437545479,JusticeMyanmar,rt australia s continued engagement with myanmar s military junta is an act of betrayal to its own democracy yadanar m ,2022-04-07,True,@JusticeMyanmar,Org,Myanmar, australia s continued engagement with myanmar s military junta is an act of betrayal to its own democracy yadanar m ,0,95,0_myanmar_burma_military_myanmars,I-group,0.9999607801437378,junta
1511998575437545479,JusticeMyanmar,rt australia s continued engagement with myanmar s military junta is an act of betrayal to its own democracy yadanar m ,2022-04-07,True,@JusticeMyanmar,Org,Myanmar, australia s continued engagement with myanmar s military junta is an act of betrayal to its own democracy yadanar m ,0,95,0_myanmar_burma_military_myanmars,B-person,0.9997194409370422,democracy
1511998575437545479,JusticeMyanmar,rt australia s continued engagement with myanmar s military junta is an act of betrayal to its own democracy yadanar m ,2022-04-07,True,@JusticeMyanmar,Org,Myanmar, australia s continued engagement with myanmar s military junta is an act of betrayal to its own democracy yadanar m ,0,95,0_myanmar_burma_military_myanmars,I-person,0.9972111582756042,yadanar
1511914755271053315,JusticeMyanmar,rt our latest brief laws and regulations are weaponized to silence the media and restrict freedom of expression in asia but civil ,2022-04-07,True,@JusticeMyanmar,Org,Myanmar, our latest brief laws and regulations are weaponized to silence the media and restrict freedom of expression in asia but civil ,-1,168,-1_people_at_to_in,B-location,0.9873292446136475,in
1511914755271053315,JusticeMyanmar,rt our latest brief laws and regulations are weaponized to silence the media and restrict freedom of expression in asia but civil ,2022-04-07,True,@JusticeMyanmar,Org,Myanmar, our latest brief laws and regulations are weaponized to silence the media and restrict freedom of expression in asia but civil ,-1,168,-1_people_at_to_in,I-location,0.9984965324401855,asia
1512273984360181763,aapp_burma,rt harrowing prison conditions revealed in a series of smuggled sketches show the inhumanity of the junta as prisoners a ,2022-04-08,True,@aapp_burma,Org,Myanmar, harrowing prison conditions revealed in a series of smuggled sketches show the inhumanity of the junta as prisoners a ,2,61,2_junta_13_juntas_they,B-group,0.999921441078186,the
1512273984360181763,aapp_burma,rt harrowing prison conditions revealed in a series of smuggled sketches show the inhumanity of the junta as prisoners a ,2022-04-08,True,@aapp_burma,Org,Myanmar, harrowing prison conditions revealed in a series of smuggled sketches show the inhumanity of the junta as prisoners a ,2,61,2_junta_13_juntas_they,I-group,0.9999887943267822,junta
1512363024778395650,Altsean,rt listen now on our spotify on and for english and burmese translation go to our youtube asean s ,2022-04-08,True,@Altsean,Org,Myanmar, listen now on our spotify on and for english and burmese translation go to our youtube asean s ,0,95,0_myanmar_burma_military_myanmars,B-product,0.999835729598999,our
1512363024778395650,Altsean,rt listen now on our spotify on and for english and burmese translation go to our youtube asean s ,2022-04-08,True,@Altsean,Org,Myanmar, listen now on our spotify on and for english and burmese translation go to our youtube asean s ,0,95,0_myanmar_burma_military_myanmars,I-product,0.999943733215332,spotify
1512363024778395650,Altsean,rt listen now on our spotify on and for english and burmese translation go to our youtube asean s ,2022-04-08,True,@Altsean,Org,Myanmar, listen now on our spotify on and for english and burmese translation go to our youtube asean s ,0,95,0_myanmar_burma_military_myanmars,B-corporation,0.9999904632568359,our
1512363024778395650,Altsean,rt listen now on our spotify on and for english and burmese translation go to our youtube asean s ,2022-04-08,True,@Altsean,Org,Myanmar, listen now on our spotify on and for english and burmese translation go to our youtube asean s ,0,95,0_myanmar_burma_military_myanmars,I-corporation,0.999990701675415,youtube
1512254816927756290,Altsean,rt atrocity prevention fellow position with our partner so very important as populations around the world continue to fac ,2022-04-08,True,@Altsean,Org,Myanmar, atrocity prevention fellow position with our paner so very impoant as populations around the world continue to fac ,8,13,8_filming_protests_safely_ethically,B-event,0.9999594688415527,
1512254816927756290,Altsean,rt atrocity prevention fellow position with our partner so very important as populations around the world continue to fac ,2022-04-08,True,@Altsean,Org,Myanmar, atrocity prevention fellow position with our paner so very impoant as populations around the world continue to fac ,8,13,8_filming_protests_safely_ethically,I-event,0.9999886751174927,atrocity
1512407661249282056,Anfrel, released its assessment report on the electoral changes in which details how the changes in the city states electoral system and shrinking civic space systematically cause a regression of electoral democracy read here ,2022-04-08,True,@Anfrel,Org,Asia, released its assessment repo on the electoral changes in which details how the changes in the city states electoral system and shrinking civic space systematically cause a regression of electoral democracy read here ,1,65,1_elections_asian_free_here,B-event,0.9945492148399353,the
1512407661249282056,Anfrel, released its assessment report on the electoral changes in which details how the changes in the city states electoral system and shrinking civic space systematically cause a regression of electoral democracy read here ,2022-04-08,True,@Anfrel,Org,Asia, released its assessment repo on the electoral changes in which details how the changes in the city states electoral system and shrinking civic space systematically cause a regression of electoral democracy read here ,1,65,1_elections_asian_free_here,I-event,0.960493266582489,electoral
1512407661249282056,Anfrel, released its assessment report on the electoral changes in which details how the changes in the city states electoral system and shrinking civic space systematically cause a regression of electoral democracy read here ,2022-04-08,True,@Anfrel,Org,Asia, released its assessment repo on the electoral changes in which details how the changes in the city states electoral system and shrinking civic space systematically cause a regression of electoral democracy read here ,1,65,1_elections_asian_free_here,B-location,0.9993496537208557,the
1512407661249282056,Anfrel, released its assessment report on the electoral changes in which details how the changes in the city states electoral system and shrinking civic space systematically cause a regression of electoral democracy read here ,2022-04-08,True,@Anfrel,Org,Asia, released its assessment repo on the electoral changes in which details how the changes in the city states electoral system and shrinking civic space systematically cause a regression of electoral democracy read here ,1,65,1_elections_asian_free_here,I-location,0.9997969269752502,city
1512262069844049920,Anfrel,the asian network for free elections joins the call for the immediate cessation of harassment and reprisals against victims of violations human rights defenders and their families in read the joint statement here ,2022-04-08,True,@Anfrel,Org,Asia,the asian network for free elections joins the call for the immediate cessation of harassment and reprisals against victims of violations human rights defenders and their families in read the joint statement here ,1,65,1_elections_asian_free_here,B-location,0.9729017615318298,asian
1512320292634300419,JusticeMyanmar,rt myanmar s forests are dying tracks how europe is killing them by importing timber despite sanctions on the mi ,2022-04-08,True,@JusticeMyanmar,Org,Myanmar, myanmar s forests are dying tracks how europe is killing them by impoing timber despite sanctions on the mi ,0,95,0_myanmar_burma_military_myanmars,B-person,0.9999828338623047,
1512320292634300419,JusticeMyanmar,rt myanmar s forests are dying tracks how europe is killing them by importing timber despite sanctions on the mi ,2022-04-08,True,@JusticeMyanmar,Org,Myanmar, myanmar s forests are dying tracks how europe is killing them by impoing timber despite sanctions on the mi ,0,95,0_myanmar_burma_military_myanmars,I-person,0.9999356269836426,myanmar
1512865101203836928,YasminJUllah,rt a fascinating discussion on gender based violence in post coup myanmar from our panelists raziya sultana ,2022-04-09,True,@YasminJUllah,Activist,Myanmar, a fascinating discussion on gender based violence in post coup myanmar from our panelists raziya sultana ,0,95,0_myanmar_burma_military_myanmars,B-event,0.680555522441864,in
1512865101203836928,YasminJUllah,rt a fascinating discussion on gender based violence in post coup myanmar from our panelists raziya sultana ,2022-04-09,True,@YasminJUllah,Activist,Myanmar, a fascinating discussion on gender based violence in post coup myanmar from our panelists raziya sultana ,0,95,0_myanmar_burma_military_myanmars,I-event,0.9971238970756531,post
1512865101203836928,YasminJUllah,rt a fascinating discussion on gender based violence in post coup myanmar from our panelists raziya sultana ,2022-04-09,True,@YasminJUllah,Activist,Myanmar, a fascinating discussion on gender based violence in post coup myanmar from our panelists raziya sultana ,0,95,0_myanmar_burma_military_myanmars,I-event,0.9849417209625244,coup
1512865101203836928,YasminJUllah,rt a fascinating discussion on gender based violence in post coup myanmar from our panelists raziya sultana ,2022-04-09,True,@YasminJUllah,Activist,Myanmar, a fascinating discussion on gender based violence in post coup myanmar from our panelists raziya sultana ,0,95,0_myanmar_burma_military_myanmars,I-event,0.7523177266120911,myanmar
1512865101203836928,YasminJUllah,rt a fascinating discussion on gender based violence in post coup myanmar from our panelists raziya sultana ,2022-04-09,True,@YasminJUllah,Activist,Myanmar, a fascinating discussion on gender based violence in post coup myanmar from our panelists raziya sultana ,0,95,0_myanmar_burma_military_myanmars,I-person,0.9999918937683105,raziya
1512865101203836928,YasminJUllah,rt a fascinating discussion on gender based violence in post coup myanmar from our panelists raziya sultana ,2022-04-09,True,@YasminJUllah,Activist,Myanmar, a fascinating discussion on gender based violence in post coup myanmar from our panelists raziya sultana ,0,95,0_myanmar_burma_military_myanmars,I-person,0.9999915361404419,sultana
