id,query_term,handle,tweet,date,language
2147483647,ied AND bomb,jiten1302,"IED fitted inside a bottle found in Rajouri. Army and bomb squad on spot.

It was expected that, as soon as Rahul Gandhi enters J&amp;K these things will happen

Exact location is Budhal road near kotranka town. And Pappu is still in Jammu",2023-01-23,en
2147483647,ied AND bomb,News18Urdu,"اس ماہ راجوری ضلع میں آئی ای ڈی ملنے کا یہ چوتھا واقعہ ہے۔
#IED #JammuAndKashmir   #Kashmir #Rajouri 
https://t.co/eiVaZ9eugW",2023-01-23,ur
2147483647,ied AND injured,gulamahamed8,"RT @ChinarcorpsIA: ➡️ThisDayThatYear - 26 Dec 2003.

A 13 year old girl was killed and 08 citizens were injured in an IED blast at Singhpur…",2023-01-23,en
2147483647,ied AND injured,TracTerrorism,"(Claim) al-Shabaab Injured Denili Mayor Deputy, Muhammad Haddaf Ado, in an IED Attack in Karan, Mogadishu, Somalia - 22 January 2023
Read more: https://t.co/tptas0slqf
#alShabaab #IED #Bombing #Mogadishu #Somalia https://t.co/NxBbUDLqEE",2023-01-23,so
2147483647,ied AND injured,crusader_viking,RT @pakmujaheed: There is war like situation in Balochistan. Baloch freedom fighters targeted a passenger train with IED blast. Several cas…,2023-01-23,en
2147483647,ied AND injured,TracTerrorism,Read more: https://t.co/tptas0slqf https://t.co/IMuIkxnY0j,2023-01-23,en
2147483647,ied AND injured,TheeWokeKing,RT @redsparkbot: CoBRA Jawan Injured In IED Blast Triggered By CPI (Maoist) Cadres In West Singhbhum District https://t.co/KvsHwRTJZU,2023-01-23,en
2147483647,ied AND injured,Outlookindia,"The recovery of #IED on Sunday comes a day after two blasts in #Jammu's Narwal area injured nine. IEDs are suspected to have been involved in the #blasts.

https://t.co/IE9Y4wsCki",2023-01-23,en
2147483647,ied AND injured,redsparkbot,CoBRA Jawan Injured In IED Blast Triggered By CPI (Maoist) Cadres In West Singhbhum District https://t.co/KvsHwRTJZU,2023-01-23,en
2147483647,ied AND explosive,aavaraich,"RT @PakistanFauj: An Improvised Explosive Device (IED) exploded in area of Jani Khel, #Bannu District. Resultantly, Sepoy Gul Sher (24, r/o…",2023-01-23,en
2147483647,ied AND explosive,cat_ied,"@amk74u @CalibreObscura @HKaaman This is the Russian DKPR-4 (ДКПР-4), a high-explosive (HE), minefield clearance and demolition line charge used with the UZP-83 landmine clearance system and incorporated in various armoured minefield breaching vehicles: https://t.co/59S37g6tKd https://t.co/fk9W3J8XkI",2023-01-23,en
2147483647,ied AND explosive,cat_ied,"@Mike60877421 @HKaaman @CalibreObscura This is the Russian TM-62M, a high-explosive (HE), large, metal-cased, anti-vehicle (AV), blast landmine which may be laid mechanically or by hand: https://t.co/0di5tpL2Ey https://t.co/kh1vexHm4x",2023-01-23,en
2147483647,ied AND explosive,cat_ied,"@HKaaman On the 11th December 2002, a significant development was uncovered in Colombia when police discovered a number of cars all prepared to be steered by remote control, containing large amounts of explosives: https://t.co/MSRzGHAppr https://t.co/SPm4yLjbAY",2023-01-23,en
2147483647,ied AND explosive,JWazzapp,@OlutayoBamz @Morris_Monye ...reneged on the terms of the agreed  withdrawal. What do you call successful? Over 30 plus marines were  killed by an IED explosive in the wake of the  withdrawal  and in a bid to save face US authorized a drone strike that not killed a innocent family. That's successful to u?,2023-01-23,en
2147483647,ied AND explosive,cat_ied,RT @HKaaman: Pro-Ukrainian Chechen foreign fighters near Bakhmut recently ”prepared a gift” for the Russians. It’s an RC-VBIED with a ~700k…,2023-01-23,en
2147483647,ied AND explosive,VotesWhy2020,"@BlackMambuh789 @DavidTheNonBot Needless to say, that was seven years ago, and I retired from a job, and he isn't working due to having ""intermittent explosive disorder."" I'm not a clinician who can say whether or not he has IED.",2023-01-23,en
2147483647,ied AND explosive,takkar1234,RT @etribune: A soldier of the Pakistan Army embraced martyrdom when an improvised explosive device (IED) exploded in general area Jani Khe…,2023-01-23,en
2147483647,ied AND explosive,KashifB91418485,"An Improvised Explosive Device (IED) exploded in area of Jani Khel, #Bannu District. Resultantly, Sepoy Gul Sher (24, r/o District Khyber) Embraced Shahadat. Sanitisation of the area is being carried out to eliminate any other terrorists.

#PakistanArmy #FC #Pakistan #ISPR https://t.co/WCLZsVxEkz",2023-01-23,en
2147483647,ied AND explosive,partizan_the,"@BrianiRanger @WaelPascha ""explosive under body shielding"" *flat as a pancake

Lmfao on the off chance someone left their ied by the wine bar, that car ain't got a chance",2023-01-23,en
2147483647,ied AND explosive,Humaawan203782,"RT @IntelDte: An Improvised-Explosive Device (IED) exploded in Jani Khel area, Bannu, KPK.

Resultantly, own one troop embraced Shahadat.…",2023-01-23,en
2147483647,ied AND explosive,partizan_the,"@warhero420 Lmao, ""explosive under body shielding"" lmfao that flat shit ain't gonna save nothin on the off chance you'd drive over an IED or mine",2023-01-23,en
2147483647,ied AND explosive,rubberplantleaf,@Lefty_Jew I love that there's a safe inside. Just in case the explosive shielding is defective and the IED on Powder Ridge Drive allows a thief to get in. Your wallet will be safe.,2023-01-23,en
2147483647,ied AND explosive,AhsanSanaya,"An Improvised Explosive Device (IED) exploded in area of Jani Khel, #Bannu District. Resultantly, Sepoy Gul Sher (24, r/o District Khyber) Embraced Shahadat. Sanitisation of the area is being carried out to eliminate any other terrorists.

#PakistanArmy #ISPR @OfficialDGISPR https://t.co/uzor6hHZLh",2023-01-23,en
2147483647,ied AND explosive,NUMBCat9,"@JoshuaPHilll is this the one that was designed for countries experiencing high levels of rich people getting kidnapped in broad daylight? I remember reading something about it years ago.

also I would not trust the explosive-proof chassis without showing it getting hit by an IED &amp; surviving",2023-01-23,en
2147483647,ied AND explosive,RunnarBlade,"An Improvised-Explosive Device (IED) exploded in Jani Khel area, Bannu, KPK.

Resultantly, own one troop embraced Shahadat.

Sanitization of the area is being carried out to eliminate any terrorists in the area.
Sepoy Gul Sher (age: 24 yrs, r/o District Khyber) embraced Shahadat. https://t.co/JA4ZU347Ms",2023-01-23,en
2147483647,ied AND explosive,fpa31,"ISPR 
An Improvised Explosive Device (IED) exploded in area of Jani Khel Bannu district. Resultantly, Sepoy Gul Sher (Age 24, Resident of Khyber district) embraced Shahadat. Sanitization of area is being carried out to eliminate any terrorists. https://t.co/d1eujePn8V",2023-01-23,en
2147483647,ied AND explosive,NgumaRich,@EvansMachuka @OlindPaul @Gicicio @KeiruPeter IED sasa imekuwa Improvised Explosive Donkey,2023-01-23,en
2147483647,ied AND explosive,PTIUpdatess,"RT @WorldTimesWT: #PakistanArmy soldier, Sepoy Gul Sher — 24 years of age and a resident of the #Khyber district, was martyred in an improv…",2023-01-23,en
2147483647,ied AND explosive,pakarmywarrior,"An Improvised Explosive Device (IED) exploded in area of Jani Khel, #Bannu District. Resultantly, Sepoy Gul Sher (24, r/o District Khyber) Embraced Shahadat. Sanitisation of the area is being carried out to eliminate any other terrorists.

#PakArmyZindabad 
#PakistanZindabad https://t.co/o5edGwJdvJ",2023-01-23,en
2147483647,ied AND explosive,HabBradley,"RT @NationAfrica: Attacks using Improvised Explosive Devices (IED), Rocket Propelled Guns have made the road one of Kenya’s most dangerous…",2023-01-23,en
2147483647,ied AND explosive,brecordernews,"A Pakistan Army soldier was martyred in an improvised explosive device (IED) attack in the Jani Khel area of Khyber Pakhtunkhwa’s(KP) Bannu district, the military’s media affairs wing said Monday.
https://t.co/5ZFGMSgezh

#PakistanArmy #soldier #martyred #ISPR #IED #bannuattack https://t.co/tWq5KCXskO",2023-01-23,en
2147483647,ied AND explosive,WorldTimesWT,"#PakistanArmy soldier, Sepoy Gul Sher — 24 years of age and a resident of the #Khyber district, was martyred in an improvised explosive device (IED) attack in the Jani Khel area of Khyber Pakhtunkhwa's #Bannu district.

#Pakistan https://t.co/ZrrVdqsKUD",2023-01-23,en
2147483647,ied AND explosive,KPTribune,"#PakistanArmy soldier, Sepoy Gul Sher — 24 years of age and a resident of the Khyber district, was martyred in an improvised explosive device (IED) attack in the Jani Khel area of #KhyberPakhtunkhwa's Bannu district.

#Pakistan #PakArmy #Bannu https://t.co/CQ4p2RNRhz",2023-01-23,en
2147483647,ied AND explosive,etribune,"A soldier of the Pakistan Army embraced martyrdom when an improvised explosive device (IED) exploded in general area Jani Khel of Khyber-Pakhtunkhwa’s Bannu district on Monday, the military said.

For more: https://t.co/J0Vk56Aknu

#etribune #news",2023-01-23,en
2147483647,ied AND explosive,NationAfrica,"Attacks using Improvised Explosive Devices (IED), Rocket Propelled Guns have made the road one of Kenya’s most dangerous as insecurity posed by Al Shabaab keeps growing.

https://t.co/51BJ5STLAf",2023-01-23,en
2147483647,ied AND explosive,PakistanFauj,"An Improvised Explosive Device (IED) exploded in area of Jani Khel, #Bannu District. Resultantly, Sepoy Gul Sher (24, r/o District Khyber) Embraced Shahadat. Sanitisation of the area is being carried out to eliminate any other terrorists.

#PakistanArmy #FC #Pakistan #ISPR https://t.co/GSII0pheqY",2023-01-23,en
2147483647,ied AND explosive,IntelDte,"An Improvised-Explosive Device (IED) exploded in Jani Khel area, Bannu, KPK.

Resultantly, own one troop embraced Shahadat.

Sanitization of the area is being carried out to eliminate any terrorists in the area. (1/2) https://t.co/I5giRC8Qps",2023-01-23,en
2147483647,ied AND explosive,Subhasm91457815,"RT @Kalingatv: &amp;K | On 22nd Jan at 6pm, a joint op was launched by Police, SOG Rajouri, Army field Regiment &amp; CRPF 72Bn at Dassal &amp; its adj…",2023-01-23,en
2147483647,ied AND explosive,Nitinjn18,"RT @ANI: J&amp;K | On 22nd Jan at 6pm, a joint op was launched by Police, SOG Rajouri, Army field Regiment &amp; CRPF 72Bn at Dassal &amp; its adjoinin…",2023-01-23,en
2147483647,ied AND explosive,kuhhnt,"@Bhaal_Spawn I mean, consider yourself lucky it’s firm enough to be called a “dollop”.

Explosive puppy splatter, looking like some kinda pungent modern art piece sprayed across 2ft of carpet and 1 ft up the wall, like Mr Hankey detonated an IED vest on himself, is a whole experience.",2023-01-23,en
2147483647,ied AND explosive,alestiklalen,"According to a statement issued by the Peshawar Capital City Police, Nasir Khan — in charge of the Badaber’s Shaikhan checkpost — was patrolling in Gula Khan Zangal, an area bordering Khyber Agency, when an improvised explosive device (IED) exploded near his vehicle. https://t.co/Vijny3SG3i",2023-01-23,en
2147483647,ied AND explosive,pokhariya35,"RT @TheYouthPlus: On 22nd Jan at 6pm, a joint op was launched by Police, SOG Rajouri, Army field Regiment &amp; CRPF 72Bn at Dassal &amp; its adjoi…",2023-01-23,en
2147483647,ied AND explosive,etheriumlauv,"RT @ExposeAntiIndia: On 22nd Jan at 6pm, a joint op was launched by Police, SOG Rajouri, Army field Regiment &amp; CRPF 72Bn at Dassal &amp; its ad…",2023-01-23,en
2147483647,ied AND explosive,SunderbaniR,"On 22nd Jan at 6pm, a joint op was launched by Police, SOG Rajouri, Army field Regiment &amp; CRPF 72Bn at Dassal &amp; its adjoining area. During search 2 IED’s were recovered at Dassal. Later on IED’s were destroyed by BDS team. Case registered under Explosive Act: Rajouri Police",2023-01-23,en
2147483647,ied AND explosive,PankajJ94809067,"RT @Gurmeet_Singhhh: Jai Hind ??...

#Chinarwarriors averted a major #terror #Attack #today by recovering an #IED at #Chaudhari #Baug Rd, #…",2023-01-23,en
2147483647,ied AND explosive,PankajJ94809067,RT @journo_jitendra: #Chinarwarriors averted a major terror attack today by recovering an #IED comprising of a 5kg LPG Cylinder &amp; 5kg explo…,2023-01-23,en
2147483647,ied AND explosive,PankajJ94809067,RT @justtweettz: #Chinarwarriors #SecurityForces #IndianArmy averted a major #terror attack today by recovering an #IED comprising of appro…,2023-01-23,en
2147483647,ied AND explosive,kktotlani,"Latest:On 22nd Jan at 6pm, a joint op was launched by Police, SOG Rajouri, Army field Regiment &amp; CRPF 72Bn at Dassal &amp; its adjoining area. During search 2 IED’s were recovered at Dassal.Later on IED’s were destroyed by BDS team. Case registered under Explosive Act: Rajouri Police",2023-01-23,en
2147483647,ied AND explosive,ExposeAntiIndia,"On 22nd Jan at 6pm, a joint op was launched by Police, SOG Rajouri, Army field Regiment &amp; CRPF 72Bn at Dassal &amp; its adjoining area. During search 2 IED’s were recovered at Dassal. Later on IED’s were destroyed by BDS team. Case registered under explosive Act.",2023-01-23,en
2147483647,ied AND explosive,NewspointjK,"J&amp;K | On 22nd Jan at 6pm, a joint op was launched by Police, SOG Rajouri, Army field Regiment &amp; CRPF 72Bn at Dassal &amp; its adjoining area. During search 2 IED’s were recovered at Dassal. Later on IED’s were destroyed by BDS team. Case registered under Explosive Act: Rajouri Police",2023-01-23,en
2147483647,ied AND explosive,harendra_pal,"RT @AnkitBhat09: On 22nd Jan at 6pm, a joint op was launched by Police, SOG Rajouri, Army field Regiment &amp; CRPF 72Bn at Dassal &amp; its adjoin…",2023-01-23,en
2147483647,ied AND explosive,TakhleeqT,"On 22nd Jan at 6pm, a joint op was launched by Police, SOG Rajouri, Army field Regiment &amp; CRPF 72Bn at Dassal &amp; its adjoining area. During search 2 IED’s were recovered at Dassal. Later on IED’s were destroyed by BDS team. Case registered under Explosive Act: Rajouri Police https://t.co/E2kJzpaPMH",2023-01-23,en
2147483647,ied AND explosive,AnkitBhat09,"On 22nd Jan at 6pm, a joint op was launched by Police, SOG Rajouri, Army field Regiment &amp; CRPF 72Bn at Dassal &amp; its adjoining area. During search 2 IED’s were recovered at Dassal. Later on IED’s were destroyed by BDS team. Case registered under Explosive Act",2023-01-23,en
2147483647,ied AND explosive,Kalingatv,"&amp;K | On 22nd Jan at 6pm, a joint op was launched by Police, SOG Rajouri, Army field Regiment &amp; CRPF 72Bn at Dassal &amp; its adjoining area. During search 2 IED’s were recovered at Dassal. Later on IED’s were destroyed by BDS team. Case registered under Explosive Act: Rajouri Police",2023-01-23,en
2147483647,ied AND explosive,TheYouthPlus,"On 22nd Jan at 6pm, a joint op was launched by Police, SOG Rajouri, Army field Regiment &amp; CRPF 72Bn at Dassal &amp; its adjoining area. During search 2 IED’s were recovered at Dassal. Later on IED’s were destroyed by BDS team. Case registered under Explosive Act: Rajouri Police https://t.co/J1VP3BWvYn",2023-01-23,en
2147483647,ied AND landmine,gannaandrich,"RT @UAWeapons: #Ukraine: In the East, a Russian T-72B tank was damaged by a Ukrainian landmine/IED.

Interestingly, though being equipped w…",2023-01-23,en
2147483647,မိုင်း,Myaelatt_Athan,"ဇန်နဝါရီ ၂၄၊ ၂၀၂၃
ပခုက္ကူမြို့မှ Well-2 ရေနံမြေစခန်းကို စစ်ကောင်စီရိက္ခာပို့ယာဉ်တန်းရဲ့ ရှေ့ပြေးခြေလျင်တပ်သားတွေကို ကိုင်းတောမရဲစခန်းနဲ့ Well-2 ရေနံမြေစခန်းအကြား ဒေသခံကာကွယ်ရေးတပ်တွေက မိုင်း ၁၅ လုံးဆွဲတိုက်ခိုက်ခဲ့ပါတယ်။
သတင်းအပြည့်အစုံ..
https://t.co/Gan3XCftAJ
#Myaelatt https://t.co/TxLNbPRtcn",2023-01-24,UNKNOWN
2147483647,ied AND bomb,DrRipalkumar,"IED fitted inside a bottle found in Rajouri. Army and bomb squad on spot.

I told you long back, as soon as Rahul Gandhi enter J&amp;K these things will happen

Exact location is Budhal road near kotranka town.",2023-01-24,en
2147483647,ied AND bomb,clausewitz1964,@F111Driver @ozols_aldis If only the pesky Taliban had used a ww2 bomb as an IED my life would have been complete ?,2023-01-24,en
2147483647,ied AND bomb,Alikhan19981,"RT @RadioChinar: The bomb disposal squad of #IndianArmy #ChinarCorps #KiloForce successfully destroyed the IED using 500gm of TNT
Yet again…",2023-01-24,en
2147483647,ied AND bomb,Alikhan19981,"RT @RadioChinar: On the confirmation of presence of an IED, the situation was brought under control by #IndianArmy &amp; @JmuKmrPolice and the…",2023-01-24,en
2147483647,ied AND bomb,uganand1,"RT @dauntingsh: IG&gt;RG&gt;RGjr.
?IED fitted inside a bottle found in Rajouri. Army and bomb squad on spot.

?Rahul Gandhi statement was indicat…",2023-01-24,en
2147483647,ied AND bomb,dauntingsh,"IG&gt;RG&gt;RGjr.
?IED fitted inside a bottle found in Rajouri. Army and bomb squad on spot.

?Rahul Gandhi statement was indicator, as he entered J&amp;K these things start taking place. 
?Exact location is Budhal road near kotranka town. And Appu is still in Jammu.",2023-01-24,en
2147483647,ied AND bomb,sigopig,"@mexic0la_ @JSukraine2022 It's ok that parts hollow, lol. Wait till you see someone boil an aircraft bomb to make an IED. Haha",2023-01-24,en
2147483647,ied AND injured,PranayChatter11,"(Claim) Ansar al-Sharia in Yemen (ASY / AQAP / AQY) Killed Four Houthis and Injured Others in an IED Attack on a Military Convoy in Wadi Omaran, Modia, Abyan, Yemen - 23 January 2023
Read more: https://t.co/DpLe7v47zg…
#AQAP #Houthis #IED #Bombing #Abyan #Yemen https://t.co/hQIqBj8cQT",2023-01-24,en
2147483647,ied AND injured,TracTerrorism,"(Claim) Ansar al-Sharia in Yemen (ASY / AQAP / AQY) Killed Four Houthis and Injured Others in an IED Attack on a Military Convoy in Wadi Omaran, Modia, Abyan, Yemen - 23 January 2023
Read more: https://t.co/cWhlmVnUE6
#AQAP #Houthis #IED #Bombing #Abyan #Yemen https://t.co/5ATX8HrNAA",2023-01-24,en
2147483647,ied AND injured,MaoistUltra,"RT @MuppalaRao1: CoBRA Jawan Injured In IED Blast Triggered By CPI (Maoist) Cadres In West Singhbhum, #Jharkhand https://t.co/Wm2zYNewos",2023-01-24,en
2147483647,ied AND injured,TracTerrorism,"(Claim) al-Shabaab Injured a Somalian Forces Element in an IED Attack on Their Gathering in Baldwin City, Hiran State, Somalia - 22 January 2023
Read more: https://t.co/yUz2kGannY
#alShabaab #IED #Bombing #Hiran #Somalia https://t.co/27FRwFglaY",2023-01-24,en
2147483647,ied AND injured,TheAvenueMail,Jharkhand: 17-year-old boy seriously injured in IED blast in West Singhbhum https://t.co/ls7bkPj2i7,2023-01-24,en
2147483647,ied AND injured,MuppalaRao1,"CoBRA Jawan Injured In IED Blast Triggered By CPI (Maoist) Cadres In West Singhbhum, #Jharkhand https://t.co/Wm2zYNewos",2023-01-24,en
2147483647,ied AND injured,sumansh88170019,Jharkhand: Teenager injured in IED blast at West Singhbhum forest via @LagatarEnglish @JharkhandPolice https://t.co/axDl1bmUoq,2023-01-24,en
2147483647,ied AND injured,sksingh2024,"RT @mid_day: #MiddayNews | 

13-year-old boy injured in IED blast triggered by CPI(Maoists) in Jharkhand, says police 

#Injured #IED #Blas…",2023-01-24,en
2147483647,ied AND injured,mid_day,"#MiddayNews | 

13-year-old boy injured in IED blast triggered by CPI(Maoists) in Jharkhand, says police 

#Injured #IED #Blast #CPI #Jharkhand #NewsUpdate #Police 

https://t.co/cXobcVkQXC",2023-01-24,en
2147483647,ied AND injured,Dev_Discourse,Boy injured in IED blast triggered by CPI(Maoists) in Jharkhand https://t.co/pdvdZEWxxL,2023-01-24,en
2147483647,ied AND explosive,DomestikTerror,"@HydroAstroNot @JoCaPaLe @Jackmerius94 @SenWarren That's called an IED, silly. That is what comes after gun go. Out with the bullets, in with the improvised explosive devices. Take it from someone who got hit with one, Marxist, they suck. Your buddy is here one minute, the next you see see their body parts flying on YouTube",2023-01-24,en
2147483647,ied AND explosive,TracTerrorism,"Improvised #Explosive Device (#IED) Thrown Outside the Home of Senior #Journalist, #Victor #Mambor, in #Jayapura, #Papua, #Indonesia 
Read more: https://t.co/5BQwb7zDyM https://t.co/LJDzYQDXmK",2023-01-24,en
2147483647,ied AND explosive,schyzer_360,"RT @DefenseNigeria: ..which, by the way they used in storing large quantities of fertilizers for the production of Improvised Explosive Dev…",2023-01-24,en
2147483647,ied AND explosive,J3an8651,@EoinHiggins_ Explosive underbody shielding Incase a IED goes off at the Malibu Village,2023-01-24,en
2147483647,ied AND explosive,1Asad_,"رسولِ پاک❤️ نے بانہوں میں لے لیا ہوگا
الصلاۃ والسلام علیک یا سیدی یارسول اللّٰه صلی اللّٰه علیہ وآلہ وسلم?

An Improvised Explosive Device (IED) exploded in area of Jani Khel, Bannu District. Resultantly, Sepoy Gul Sher (24, r/o District Khyber). Embraced Shahadat.
1/2 https://t.co/ZDnCSSAibI",2023-01-24,en
2147483647,ied AND explosive,Subverted_,@MalvoMr @cat_ied @amk74u @CalibreObscura @HKaaman The rocket stretches the explosive filled tube across a known or suspected mine field and then explodes to create a relatively safe path.,2023-01-24,en
2147483647,ied AND explosive,dazzlingnara,"RT @binlieve: @AbudiAlsagoff baran ni tak silap mental illness jugak, intermittent explosive disorder(ied) if im not mistaken. ada banyak f…",2023-01-24,id
2147483647,ied AND explosive,binlieve,"@AbudiAlsagoff baran ni tak silap mental illness jugak, intermittent explosive disorder(ied) if im not mistaken. ada banyak faktor antaranya environment like dari kecik selalu kena physical abuse, genetic pun ye jugak atau pun maybe dia memang dah born with it??‍♀️",2023-01-24,id
2147483647,ied AND explosive,shehakkharrani,"An Improvised Explosive Device (IED) exploded in area of Jani Khel, #Bannu District. Resultantly, Sepoy Gul Sher (24, r/o District Khyber) Embraced Shahadat. Sanitisation of the area is being carried out to eliminate any other terrorists.

#PakistanArmy #FC #Pakistan #ISPR https://t.co/mLMKTfTK4H",2023-01-24,en
2147483647,ied AND explosive,anashenwillow,"RT @HypatiaPhoto: wonder if this has the same vulnerability as humvees where the occupants get pancaked by the ""explosive resistant underbo…",2023-01-24,en
2147483647,ied AND explosive,IanStewartVital,"@magpiekilljoy If I am understanding her correctly it sounds like it has IED shielding on the bottom. You know, in case Antifa (tm) decides to set up an explosive trap against upper middle class WASPs. /s",2023-01-24,en
2147483647,ied AND explosive,etribune,"A soldier of the Pakistan Army embraced martyrdom in a blast from an improvised explosive device (IED) in general area Jani Khel of Khyber-Pakhtunkhwa’s Bannu district on Monday, the military’s media wing said.

For more: https://t.co/KEMjWp9kvj

#etribune #news #Bannu",2023-01-24,en
2147483647,ied AND explosive,Alikhan19981,"RT @RadioChinar: ?BREAKING NEWS?
2-3 KGs of Improvised explosive device (IED) has been detected by #IndianArmy #ChinarCorps #KiloForce #Ras…",2023-01-24,en
2147483647,ied AND explosive,Alikhan19981,RT @RadioChinar: Traffic was immediately stopped and the area was cordoned off by security forces when the presence of IED was confirmed by…,2023-01-24,en
2147483647,ied AND explosive,ShahbazGichki,"An Improvised Explosive Device (IED) exploded in area of Jani Khel, #Bannu District. Resultantly, Sepoy Gul Sher (24, r/o District Khyber) Embraced Shahadat. Sanitisation of the area is being carried out to eliminate any other terrorists.

#PakistanArmy #FC #Pakistan #ISPR https://t.co/gsGw2x8O4Q",2023-01-24,en
2147483647,ied AND explosive,HypatiaPhoto,"wonder if this has the same vulnerability as humvees where the occupants get pancaked by the ""explosive resistant underbody"" when it drives over an IED lol https://t.co/7kvqKBbz10",2023-01-24,en
2147483647,ied AND explosive,imstinkybill,@rhubarb_canary my favorite features are the explosive device detection and underside explosive resistance like anyone driving through the suburbs is going to run into an IED at some point,2023-01-24,en
2147483647,ied AND landmine,WolfsBrian,Nlilog out mapema lakini naona tl inakaa landmine ukikanyaga pabaya IED inakuwasha haga ?,2023-01-24,tl
2147483647,ied AND landmine,pickledtwink,"@ABN11X_18B @Jun1perRidge @hodgetwins i really can't find any information detailing what this allows. not even anecdotal accounts from firearms boards. this would allow the average american to own a grenade, a landmine, a rocket launcher, an IED, a tactical missile? or most fireworks?",2023-01-24,en
2147483647,ied AND explode,ThosGeese,"@SpartacusReview @KacperPaczek @SkyZamaray @Trollstoy88 That was from an IED that was 6x 152/155mm shells rigged to explode together, with other explosives packed between them. 1 KIA and 3 survivors. That would have vapourized a Russian tank and its crew.",2023-01-24,en
1618383127029895168,မိုင်း,MgSoeMoe8,RT @Khithitofficial: ဟားခါးမြို့ပေါ် ပစ်ခတ်မှု စစ်သား ၂ ဦး သေဆုံးပြီး သေနတ် ၁ လက် သိမ်း ဆည်း ရရှိ၊ ကွတ်ခိုင်တွင် KIA နှင့် စစ်ကောင်စီတပ်မျာ…,2023-01-25,UNKNOWN
1618238790677725185,မိုင်း,Khithitofficial,"ဟားခါးမြို့ပေါ် ပစ်ခတ်မှု စစ်သား ၂ ဦး သေဆုံးပြီး သေနတ် ၁ လက် သိမ်း ဆည်း ရရှိ၊ ကွတ်ခိုင်တွင် KIA နှင့် စစ်ကောင်စီတပ်များ တိုက်ပွဲဖြစ်၊ ရေးမြို့ တွင် လည်း စစ်တပ်ကို မိုင်း ဖြင့် တိုက်ခိုက်
Read more-&gt;https://t.co/VorEo8Gvcd https://t.co/mm3YAacD3c",2023-01-25,UNKNOWN
